_,Id,Name,RecordTypeId,hed__Contact__c,hed__Course_Offering__c,hed__Credits_Attempted__c,hed__Credits_Earned__c,hed__Grade__c,hed__Primary__c,hed__Program_Enrollment__c,hed__Status__c,hed__Credentialing_Identifier__c,hed__Display_Grade__c,hed__Verification_Status_Date__c,hed__Verification_Status__c,Amount__c,Birthdate__c,Cart_ID__c,Cart_Item__c,Course_Code__c,Course_Offering_End_Date__c,Course_Offering_Name__c,Course_Offering_Start_Date__c,Course_Primary_Delivery_Platform__c,External_Key__c,Facilitator_Bio__c,First_Name__c,Gender__c,IsActive__c,Is_Group_Registered__c,LMS_Integration_Status__c,Marks_Description__c,Marks__c,Nominated_Student_ID__c,Offering_End_Date__c,Offering_Start_Date__c,Paid_in_Full__c,Payment_Method__c,Pricing_Validation__c,Program_Offering__c,Purchased_Price__c,QUT_Student_ID__c,Recordtype_Name__c,Salutation__c,Transaction_ID__c,Certificate_Type__c,Course_Name__c,Paid_Amount__c,Attempt_No__c,Class_Registration_Start_Date__c,Course_Offering_Term_Name__c,Course__c,Enrollment_Stage__c,Enrollment_Status_Date__c,Enrollment_Status__c,Migration_Id__c,Requires_Class_Registration__c,Student_Has_Registered_For_Class__c
[hed__Course_Enrollment__c],a098q0000007pPxAAI,CC-0057,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7REAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0041,8/24/22,Modern Chinese Language Course: Level 3,6/8/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/24/22,6/8/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 3,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pPyAAI,CC-0058,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7SEAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0041,8/24/22,Modern Chinese Language Course: Level 3,6/8/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/24/22,6/8/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 3,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pPzAAI,CC-0059,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7TEAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0042,8/15/22,Modern Chinese Language Course: Level 4,6/6/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/15/22,6/6/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 4,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ0AAI,CC-0060,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7UEAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0042,8/15/22,Modern Chinese Language Course: Level 4,6/6/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/15/22,6/6/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 4,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ1AAI,CC-0061,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7VEAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0043,8/24/22,Modern Chinese Language Course: Level 5,6/8/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/24/22,6/8/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 5,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ2AAI,CC-0062,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7WEAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0043,8/24/22,Modern Chinese Language Course: Level 5,6/8/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/24/22,6/8/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 5,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ3AAI,CC-0063,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7XEAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0044,8/15/22,Modern Chinese Language Course: Level 6,6/6/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/15/22,6/6/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 6,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ4AAI,CC-0064,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7YEAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0044,8/16/22,Modern Chinese Language Course: Level 6,6/7/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/16/22,6/7/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 6,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ5AAI,CC-0065,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7ZEAS,,,,TRUE,,,,,,,,3/11/86,,,EXOS0045,8/18/22,Modern Chinese Language Course: Level 7,6/9/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/18/22,6/9/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 7,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ6AAI,CC-0066,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7aEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0045,8/18/22,Modern Chinese Language Course: Level 7,6/9/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/18/22,6/9/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 7,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ7AAI,CC-0067,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7bEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0046,8/16/22,Modern Chinese Language Course: Level 8,6/7/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/16/22,6/7/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 8,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ8AAI,CC-0068,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7cEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0046,8/16/22,Modern Chinese Language Course: Level 8,6/7/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,8/16/22,6/7/22,,,,,,,Faculty,MR,,Certificate of Participation,Modern Chinese Language Course: Level 8,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQ9AAI,CC-0069,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7dEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0047,8/23/22,Planning Professional Presentations,8/23/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,8/23/22,8/23/22,,,,,,,Faculty,MR,,Certificate of Participation,Planning Professional Presentations,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQAAAY,CC-0070,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7eEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0048,8/29/22,Rhythm and Movement for Self-Regulation,7/18/22,Blackboard,,,Anthony,,FALSE,FALSE,Success,,,,8/29/22,7/18/22,,,,,,,Faculty,MR,,Certificate of Participation,Rhythm and Movement for Self-Regulation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQBAAY,CC-0071,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7fEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0048,12/31/23,Rhythm and Movement for Self-Regulation,10/10/22,Blackboard,,,Anthony,,FALSE,FALSE,Success,,,,12/31/23,10/10/22,,,,,,,Faculty,MR,,Certificate of Participation,Rhythm and Movement for Self-Regulation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQCAAY,CC-0072,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7gEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0049,6/23/22,Social Impact Evaluation Principles and Practices,5/12/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,6/23/22,5/12/22,,,,,,,Faculty,MR,,Certificate of Participation,Social Impact Evaluation Principles and Practices,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQDAAY,CC-0073,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7hEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0049,11/9/22,Social Impact Evaluation Principles and Practices,9/14/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,11/9/22,9/14/22,,,,,,,Faculty,MR,,Certificate of Participation,Social Impact Evaluation Principles and Practices,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQEAAY,CC-0074,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7iEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0050,6/15/22,Strategic Business Process Management,6/6/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,6/15/22,6/6/22,,,,,,,Faculty,MR,,Certificate of Participation,Strategic Business Process Management,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQFAAY,CC-0075,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7jEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0050,11/30/22,Strategic Business Process Management,11/21/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,11/30/22,11/21/22,,,,,,,Faculty,MR,,Certificate of Participation,Strategic Business Process Management,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQGAAY,CC-0076,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7kEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0051,7/22/22,Being Strategic: Thinking and Acting with Impact,7/22/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,7/22/22,7/22/22,,,,,,,Faculty,MR,,Certificate of Participation,Being Strategic: Thinking and Acting with Impact,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQHAAY,CC-0077,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7lEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0051,11/18/22,Being Strategic: Thinking and Acting with Impact,11/18/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,11/18/22,11/18/22,,,,,,,Faculty,MR,,Certificate of Participation,Being Strategic: Thinking and Acting with Impact,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQIAAY,CC-0078,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7mEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0052,9/21/22,Successful Speechwriting,9/20/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,9/21/22,9/20/22,,,,,,,Faculty,MR,,Certificate of Participation,Successful Speechwriting,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQJAAY,CC-0079,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7nEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0053,6/12/22,Teaching Phonics in Early Childhood,5/16/22,QUT Canvas,,,Anthony,,TRUE,FALSE,Success,,,,6/12/22,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,Teaching Phonics in Early Childhood,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQKAAY,CC-0080,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7oEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0054,8/21/22,Teaching Phonics in Early Childhood: Module Plus,7/25/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,8/21/22,7/25/22,,,,,,,Faculty,MR,,Certificate of Achievement,Teaching Phonics in Early Childhood: Module Plus,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQLAAY,CC-0081,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7pEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0055,6/12/22,Teaching Students who have Suffered Complex Trauma,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,6/12/22,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,Teaching Students who have Suffered Complex Trauma,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQMAAY,CC-0082,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7qEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0055,8/21/22,Teaching Students who have Suffered Complex Trauma,7/25/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,8/21/22,7/25/22,,,,,,,Faculty,MR,,Certificate of Participation,Teaching Students who have Suffered Complex Trauma,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQNAAY,CC-0083,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7rEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0056,6/1/22,Team and Group Coaching: igniting organisational energy,6/1/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,6/1/22,6/1/22,,,,,,,Faculty,MR,,Certificate of Participation,Team and Group Coaching: igniting organisational energy,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQOAAY,CC-0084,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7sEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0057,5/24/22,The Psychology of Negotiation,5/24/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,5/24/22,5/24/22,,,,,,,Faculty,MR,,Certificate of Participation,The Psychology of Negotiation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQPAAY,CC-0085,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7tEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0057,10/19/22,The Psychology of Negotiation,10/19/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,10/19/22,10/19/22,,,,,,,Faculty,MR,,Certificate of Participation,The Psychology of Negotiation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQQAAY,CC-0086,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7uEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0058,5/25/22,Trust Management: Unlocking a Unique Source of Competitive Advantage in the Digi,5/25/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,5/25/22,5/25/22,,,,,,,Faculty,MR,,Certificate of Participation,Trust Management: Unlocking a Unique Source of Competitive Advantage in the Digi,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQRAAY,CC-0087,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7vEAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0059,6/24/22,Using Design Thinking to Create Place-based Social Change,6/10/22,No LMS,,,Anthony,,TRUE,FALSE,,,,,6/24/22,6/10/22,,,,,,,Faculty,MR,,Certificate of Participation,Using Design Thinking to Create Place-based Social Change,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQSAAY,CC-0088,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7wEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0059,8/31/22,Using Design Thinking to Create Place-based Social Change,8/17/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,8/31/22,8/17/22,,,,,,,Faculty,MR,,Certificate of Participation,Using Design Thinking to Create Place-based Social Change,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQTAAY,CC-0089,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7xEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0060,10/6/22,Using Influence to be an Effective Negotiator,10/6/22,No LMS,,,Anthony,,FALSE,FALSE,,,,,10/6/22,10/6/22,,,,,,,Faculty,MR,,Certificate of Participation,Using Influence to be an Effective Negotiator,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQUAAY,CC-0090,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7yEAC,,,,FALSE,,,,,,,,3/11/86,,,EXOS0060,12/1/18,Using Influence to be an Effective Negotiator,12/1/18,No LMS,,,Anthony,,FALSE,FALSE,,,,,12/1/18,12/1/18,,,,,,,Faculty,MR,,Certificate of Participation,Using Influence to be an Effective Negotiator,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQVAAY,CC-0091,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce7zEAC,,,,FALSE,,,,,,,,3/11/86,,,GSZ601,7/13/22,Enterprise Leadership - Leading Self & Others,6/15/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,7/13/22,6/15/22,,,,,,,Faculty,MR,,Certificate of Participation,Enterprise Leadership - Leading Self & Others,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQWAAY,CC-0092,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce80EAC,,,,FALSE,,,,,,,,3/11/86,,,GSZ602,8/11/22,Enterprise Leadership - Actioning Strategic Innovation,6/22/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,8/11/22,6/22/22,,,,,,,Faculty,MR,,Certificate of Participation,Enterprise Leadership - Actioning Strategic Innovation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQXAAY,CC-0093,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce81EAC,,,,FALSE,,,,,,,,3/11/86,,,GSZ603,8/18/22,Enterprise Leadership - Communicating for Results,7/5/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,8/18/22,7/5/22,,,,,,,Faculty,MR,,Certificate of Participation,Enterprise Leadership - Communicating for Results,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQYAAY,CC-0094,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce82EAC,,,,FALSE,,,,,,,,3/11/86,,,GSZ606,8/31/22,Enterprise Leadership - Leading Strategic Initiatives,7/26/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,8/31/22,7/26/22,,,,,,,Faculty,MR,,Certificate of Participation,Enterprise Leadership - Leading Strategic Initiatives,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQZAAY,CC-0095,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce83EAC,,,,FALSE,,,,,,,,3/11/86,,,GSZ608,10/5/22,Enterprise Leadership - Managing Stakeholder Relationships,8/11/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,10/5/22,8/11/22,,,,,,,Faculty,MR,,Certificate of Participation,Enterprise Leadership - Managing Stakeholder Relationships,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQaAAI,CC-0096,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce84EAC,,,,TRUE,,,,,,,,3/11/86,,,GSZ614,6/28/22,Enterprise Leadership - Leading for High Performance,5/31/22,QUT Canvas,,,Anthony,,TRUE,FALSE,Success,,,,6/28/22,5/31/22,,,,,,,Faculty,MR,,Certificate of Participation,Enterprise Leadership - Leading for High Performance,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQbAAI,CC-0097,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce85EAC,,,,FALSE,,,,,,,,3/11/86,,,GSZ615,10/13/22,Enterprise Leadership - Leader As Coach,8/31/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,10/13/22,8/31/22,,,,,,,Faculty,MR,,Certificate of Participation,Enterprise Leadership - Leader As Coach,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pQcAAI,CC-0098,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce86EAC,,,,FALSE,,,,,,,,3/11/86,,,GSZ616,8/4/22,Enterprise Leadership - Systems Thinking for Leaders,7/23/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Success,,,,8/4/22,7/23/22,,,,,,,Faculty,MR,,Certificate of Participation,Enterprise Leadership - Systems Thinking for Leaders,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmZAAQ,CC-0106,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000Ce87EAC,,,,TRUE,,,,,,,,3/11/86,,,EXOS0061,12/24/30,QUTeX Fundamentals: Critical Thinking and Reasoning,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Critical Thinking and Reasoning,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmaAAA,CC-0107,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrC2EAK,,,,TRUE,,,,,,,,3/11/86,,,EXOS0062,12/31/23,CT Anatomy for Radiation Therapy,5/16/22,Blackboard,,,Anthony,,FALSE,FALSE,Success,,,,12/31/23,5/16/22,,,,,,,Faculty,MR,,Certificate of Achievement,CT Anatomy for Radiation Therapy,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmbAAA,CC-0108,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrC3EAK,,,,TRUE,,,,,,,,3/11/86,,,EXOS0063,12/24/30,QUTeX Fundamentals: Culturally Diverse Thinking & Perspectives,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Culturally Diverse Thinking & Perspectives,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmcAAA,CC-0109,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrC4EAK,,,,TRUE,,,,,,,,3/11/86,,,EXOS0064,12/24/30,QUTeX Fundamentals: Cyber Security for Non-Cyber Professionals,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Cyber Security for Non-Cyber Professionals,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmdAAA,CC-0110,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrC5EAK,,,,FALSE,,,,,,,,3/11/86,,,EXOS0065,12/24/30,QUTeX Fundamentals: Leading Complex Projects,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Leading Complex Projects,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmeAAA,CC-0111,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrC6EAK,,,,TRUE,,,,,,,,3/11/86,,,EXOS0066,12/24/30,QUTeX Fundamentals: Making Sense of Online Communities,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Making Sense of Online Communities,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmfAAA,CC-0112,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrC7EAK,,,,TRUE,,,,,,,,3/11/86,,,EXOS0067,12/24/30,QUTeX Fundamentals: Organisational Psychology,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Organisational Psychology,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmgAAA,CC-0113,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrC8EAK,,,,TRUE,,,,,,,,3/11/86,,,EXOS0068,12/24/30,QUTeX Fundamentals: Project Management Processes & Practices,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Project Management Processes & Practices,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmhAAA,CC-0114,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrC9EAK,,,,TRUE,,,,,,,,3/11/86,,,EXOS0069,12/24/30,Psychology of Decision Making,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,Psychology of Decision Making,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmiAAA,CC-0115,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCAEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0070,12/24/30,QUTeX Fundamentals: Psychology of Teams,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Psychology of Teams,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmjAAA,CC-0116,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCBEA0,,,,FALSE,,,,,,,,3/11/86,,,EXOS0071,12/24/30,QUTeX Fundamentals: Developing a Roadmap for Procurement Success,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Developing a Roadmap for Procurement Success,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
